source_doc,element,index,text
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,318,"f92e4 | 317 | sibling's age at present if alive, or age at death if died | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,322,f92f1 | 321 | birth order of the sibling | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,325,"f92f4 | 324 | sibling's age at present if alive, or age at death if died | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,329,f92g1 | 328 | birth order of the sibling | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,332,"f92g4 | 331 | sibling's age at present if alive, or age at death if died | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,336,f92h1 | 335 | birth order of the sibling | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,339,"f92h4 | 338 | sibling's age at present if alive, or age at death if died | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,343,f92i1 | 342 | birth order of the sibling | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,346,"f92i4 | 345 | sibling's age at present if alive, or age at death if died | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,350,f92j1 | 349 | birth order of the sibling | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,353,"f92j4 | 352 | sibling's age at present if alive, or age at death if died | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,359,f101 | 358 | age when gave the first birth | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,361,f102 | 360 | age when gave the last birth | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,365,"f103a3 | 364 | child's age at present if alive, or the age the child would be if s/he were stil | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,371,"f103b3 | 370 | child's age at present if alive, or the age the child would be if s/he were stil | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,377,"f103c3 | 376 | child's age at present if alive, or the age the child would be if s/he were stil | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,383,"f103d3 | 382 | child's age at present if alive, or the age the child would be if s/he were stil | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,389,"f103e3 | 388 | child's age at present if alive, or the age the child would be if s/he were stil | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,395,"f103f3 | 394 | child's age at present if alive, or the age the child would be if s/he were stil | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,401,"f103g3 | 400 | child's age at present if alive, or the age the child would be if s/he were stil | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,407,"f103h3 | 406 | child's age at present if alive, or the age the child would be if s/he were stil | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,413,"f103i3 | 412 | child's age at present if alive, or the age the child would be if s/he were stil | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,419,"f103j3 | 418 | child's age at present if alive, or the age the child would be if s/he were stil | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,438,g13 | 437 | # of times suffering from serious illness in the past two years | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,440,g14a2 | 439 | days lasted for the first time | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,442,g14b2 | 441 | days lasted for the second time | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,444,g14c2 | 443 | days lasted for the last time | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,503,"w_2000 | 502 | weight variable, estimated based on 100% age-sex-residence-specific distribution | Scale | F9.2"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,504,"dth00_02 | 503 | status of survival, death, or lost to follow-up from the 2000 to 2002 waves | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,505,month_2 | 504 | month at the interview in 2002 | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,506,day_2 | 505 | day at the interview in 2002 | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,508,vage_2 | 507 | validated age at 2002 survey | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,515,a53a2_2 | 514 | age of 1st person you living with currently | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,519,a53b2_2 | 518 | age of 2nd person you living with currently | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,523,a53c2_2 | 522 | age of 3rd person you living with currently | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,527,a53d2_2 | 526 | age of 4th person you living with currently | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,531,a53e2_2 | 530 | age of 5th person you living with currently | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,535,a53f2_2 | 534 | age of 6th person you living with currently | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,539,a53g2_2 | 538 | age of 7th person you living with currently | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,543,a53h2_2 | 542 | age of 8th person you living with currently | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,547,a53i2_2 | 546 | age of 9th person you living with currently | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,551,a53j2_2 | 550 | age of 10th person you living with currently | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,555,a53k2_2 | 554 | age of 11th person you living with currently | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,559,a53l2_2 | 558 | age of 12th person you living with currently | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,566,a54a_2 | 565 | year of being admitted to the nursing home | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,567,a54b_2 | 566 | month of being admitted to the nursing home | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,570,b121_2 | 569 | do you feel any change of your health since last year? | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,576,b26_2 | 575 | feel useless with age | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,578,c11_2 | 577 | what time of day is it right now? | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,579,c12_2 | 578 | what month is it right now? | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,580,c13_2 | 579 | what is the date of the mid-autumn festival? | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,585,c161_2 | 584 | # of jie qi in a year? | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,613,d2_2 | 612 | amount of staple food per day (liang) | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,641,d74_2 | 640 | age when quitting smoking if not smoke at present | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,643,d75_2 | 642 | times smoke (or smoked) per day | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,647,d84_2 | 646 | age when quitting drinking if not drink at present | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,651,d86_2 | 650 | how much per day if drink( or drank)? | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,655,d94_2 | 654 | age when quitting exercising if not exercise at present | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,675,d12_2 | 674 | # of traveling byond home county/city in the past two years | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,721,f22_2 | 720 | which year did you retire? | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,733,f35_2 | 732 | what's your family per capital income last year? | Ordinal | F12
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,737,f45_2 | 736 | main occupation of the latest spouse before age 60 | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,747,"f104_2 | 746 | if your 1st child died, what would his/her age be at present if she/he were aliv | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,749,"f105_2 | 748 | if your last child died, what would his/her age be at present if she/he were ali | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,757,f12a_2 | 756 | how much did you receive from your son(s) or daughter(s)-in-law last year? | Ordinal | F12
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,758,f12b_2 | 757 | how much did you receive from your daughter(s) or son(s)-in-law last year? | Ordinal | F12
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,760,f13a_2 | 759 | how much did you give to your son(s) or daughter(s)-in-law last year? | Ordinal | F12
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,761,f13b_2 | 760 | how much did you give to your daughter(s) or son(s)-in-law last year? | Ordinal | F12
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,782,g13_2 | 781 | # of times suffering from serious illness in the past two years | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,784,g14a2_2 | 783 | days lasted for the first time | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,786,g14b2_2 | 785 | days lasted for the second time | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,788,g14c2_2 | 787 | days lasted for the last time | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,866,d2provin | 865 | province of residence at the time of death | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,867,d2county | 866 | county of residence at the time of death | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,868,d2resid | 867 | place of residence at death | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,870,d2vyear | 869 | validated year of death | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,871,d2vmonth | 870 | validated month of death | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,872,d2vday | 871 | validated day of death | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,873,d2mthin | 872 | month of the 2002 interview conducted | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,874,d2dayin | 873 | day of the 2002 interview conducted | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,875,d2sex | 874 | sex of the deceased elder | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,876,d2vage | 875 | validated age at death | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,877,d2marry | 876 | marital status of the deceased elder at death | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,878,d2livarr | 877 | primary living arrangement of the deceased elder in the last year of life | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,880,d2gener | 879 | number of generations living in the household when the elderly died | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,881,d2dplace | 880 | place of death | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,882,d2cause | 881 | main cause of death | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,885,d2bedday | 884 | days of being bedridden before dying | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,888,d2diday1 | 887 | days suffering from such disease at the first time | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,890,d2diday2 | 889 | days suffering from such disease at the second time | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,892,d2diday3 | 891 | days suffering from such disease at the last time | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,911,d2income | 910 | yearly per capita income of the family of the deceased elder | Ordinal | F12
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2000_2018_longitudinal_dataset.docx,table_1_row,912,d2wcfaci | 911 | family had toilet facility before the elder died | Ordinal | F8
